E-Number,Name,Alternative Name,Function,Status,Source,Health Info,Uses,Link
E-number: 417," Tara GumAlternative Names :N/AFunction: Thickener, StabiliserStatus:HalaalSource: from seeds of Tara tree.","Uses:Ice cream, cheese, bakery products, sauces",,Halaal,from seeds of Tara tree.,Health Code: Greensafe in food use,"Ice cream, cheese, bakery products, sauces",https://sanha.org.za/2009/12/14/e417-tara-gum/
E-number: 418," Gellan gumAlternative Names :N/AFunction: Thickener, StabiliserStatus:HalaalSource: microbiological fermentation.",Uses:Various foods,,Halaal,microbiological fermentation.,"Health Code: Greensafe in food use at low levels, excess can cause diarrhoea",Various foods,https://sanha.org.za/2009/12/14/e418-gellan-gum/
E-number: 420(i), SorbitolAlternative Names :D-Glucitol; D-sorbitol; L-gulitol; sorbit; Handsan.Function:Status:HalaalSource: Source: synthesised from glucose.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e420i-sorbitol/
E-number: 420(ii), Sorbitol SyrupAlternative Names :N/AFunction:Status:HalaalSource: Source: Aqueous solution of sorbitol and hydrogenated oligosaccharides.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e420ii-sorbitol-syrup/
E-number: 421," MannitolAlternative Names :Manna Sugar.Function: Sweetener, HumectantStatus:HalaalSource: Prepared from seaweed or manna or by hydrogenation of glucose, sucrose, fructose, or monosaccharides.","Uses:Carbohydrate modified foods or low calories foods, chewing gum, sweets, jams, jelliesOther Uses: Hand cream, hair grooming products",,Halaal,"Prepared from seaweed or manna or by hydrogenation of glucose, sucrose, fructose, or monosaccharides.","Health Code: RedHypersensitivity reactions, nausea, vomiting, diarrhoea, hives, NRC and diabetics, kidney disfunction, gastric irritation, anaphylaxis","Carbohydrate modified foods or low calories foods, chewing gum, sweets, jams, jelliesOther",https://sanha.org.za/2009/12/14/e421-mannitol/
E-number: 425," Konjac gumAlternative Names :N/AFunction: Emulsifier, ThickenerStatus:HalaalSource: from Konjac plant root.","Uses:Soups, gravy, jam, mayonnaise, lollies",,Halaal,from Konjac plant root.,"Health Code: YellowChoking hazard in dry form, diarrhoea, abdominal pain, stomach problems, nutrient disruption","Soups, gravy, jam, mayonnaise, lollies",https://sanha.org.za/2009/12/14/e425-konjac-gum/
E-number: 426, Soyabean HemicelluloseAlternative Names :N/AFunction:Status:HalaalSource: Source: soya bean.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e426-soyabean-hemicellulose/
E-number: 432," Tween 20Alternative Names :Polysorbate 20; Polyoxyethylene (20) sorbitan monolaurate.Function: Emulsifier, StabiliserStatus:HalaalSource: Lauric esters of sorbitol condensed with ethylene oxide.",Uses:Other Uses: Cosmetic cream and lotion,,Halaal,Lauric esters of sorbitol condensed with ethylene oxide.,"Health Code: RedPolysorbates can contain residues of harmful chemicalks, can increase the absorption of fat soluble substances",Other,https://sanha.org.za/2009/12/14/e432-tween-20/
E-number: 434, Tween 40Alternative Names :Polysorbate 40; Polyoxyethylene (20) sorbitan monopalmitate.Function: EmulsifierStatus:HalaalSource: Palmitate ester of sorbitol copolymerised with ethylene oxide.,"Uses:Whipped cream, soup, beverages, confectionery",,Halaal,Palmitate ester of sorbitol copolymerised with ethylene oxide.,"Health Code: RedPolysorbates can contain residues of harmful chemicalks, can increase the absorption of fat soluble substances","Whipped cream, soup, beverages, confectionery",https://sanha.org.za/2009/12/14/e434-tween-40/
E-number: 440(a), PectinAlternative Names :N/AFunction:Status: HalaalSource: Apple residues from cider making & orange pith. Check that source is not from cider making.,,,,Apple residues from cider making & orange pith. Check that source is not from cider making.,,,https://sanha.org.za/2009/12/17/e440a-pectin/
E-number: 442," Emulsifier YNAlternative Names :Ammonium phosphatides.Function: Emulsifier, StabiliserStatus:HalaalSource: synthetic chemical.","Uses:Bread, chocolate, confectionery, frying oils",,Halaal,synthetic chemical.,Health Code: Greensafe in food use,"Bread, chocolate, confectionery, frying oils",https://sanha.org.za/2009/12/14/e442-emulsifier-yn/
E-number: 444," Sucrose Acetate IsobutyrateAlternative Names :SAIB; sucrose diacetate hexaisobutyrate.Function: Emulsifier, StabiliserStatus:HalaalSource: synthetic chemical.",Uses:Citrus flavoured beverages,,Halaal,synthetic chemical.,"Health Code: Greensafe in food use, produced liver damage in dogs but not in other species",Citrus flavoured beverages,https://sanha.org.za/2009/12/14/e444-sucrose-acetate-isobutyrate/
E-number: 450(a), diSodium PyrophosphateAlternative Names :diSodium dihydrogen diphosphate; DSPP; disodium dihydrogen pyrophosphate; acid sodium pyrophosphate; trisodium diphosphate; tetrapotassium diphosphate.Function:Status:HalaalSource: Source: sodium & potassium salts of pyrophosphoric acid (from phosphoric acid).,,,Halaal,,,,https://sanha.org.za/2009/12/14/e450a-disodium-pyrophosphate/
E-number: 450(b), pentaSodium TriphosphateAlternative Names :STPP; Sodium tripolyphosphate; pentapotassium triphosphate; potassium tripolyphosphate.Function:Status:HalaalSource: Source: sodium & potassium salts of triphosphoric acid (from phophoric acid).,,,Halaal,,,,https://sanha.org.za/2009/12/14/e450b-pentasodium-triphosphate/
E-number: 450(c), Sodium PolyphosphatesAlternative Names :Polyphosphoric acid sodium or potassium salts.Function:Status:HalaalSource: Source: Sodium & potassium salts of polyphosphoric acid (from phosphoric acid).,,,Halaal,,,,https://sanha.org.za/2009/12/14/e450c-sodium-polyphosphates/
E-number: 450(v), Tetrapotassium PyrophosphateAlternative Names :tetrapotassium diphosphate; potassium pyrophosphate;Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e450v-tetrapotassium-pyrophosphate/
E-number: 451," TriphosphatesAlternative Names :(i) pentasodium triphosphate; (ii) pentapotassium triphosphate.Function: Emulsifier, StabiliserStatus:HalaalSource: synthetic chemicals.","Uses:Processed cheese, meat and fish products, baking powder, cola drinks",,Halaal,synthetic chemicals.,Health Code: Greensafe in food use,"Processed cheese, meat and fish products, baking powder, cola drinks",https://sanha.org.za/2009/12/14/e451-triphosphates/
E-number: 452," PolyphosphatesAlternative Names :(i) sodium polyphosophate; (ii) Potassium polyphosphate; (iii) sodium calcium polyphosphate; (iv) calcium polyphosphates.Function: Emulsifier, StabiliserStatus:HalaalSource: synthetic chemical.","Uses:Meat and fish products, processed cheese, baking powder, cola drinksOther Uses: Fertilisers, detergents",,Halaal,synthetic chemical.,Health Code: Greensafe in food use,"Meat and fish products, processed cheese, baking powder, cola drinksOther",https://sanha.org.za/2009/12/14/e452-polyphosphates/
E-number: 459, Beta-cyclodextrinAlternative Names :N/AFunction: Processing aid StabiliserStatus:HalaalSource: from microbial action on starch.,"Uses:Processed foodsOther Uses: Toothpaste, skin cream",,Halaal,from microbial action on starch.,Health Code: Greensafe in food use,Processed foodsOther,https://sanha.org.za/2009/12/14/e459-beta-cyclodextrin/
E-number: 460," CelluloseAlternative Names :Avicel (microcrystalline cellulose); Alpha-cellulose (powdered cellulose)Function: Anticaking Agent, BinderStatus:HalaalSource: cellulose walls of plant fibre.","Uses:Cakes, sauces, soups, biscuits, bread, spreads, jams, ice creamOther Uses: Cosmetic cream, tablets",,Halaal,cellulose walls of plant fibre.,Health Code: Greensafe in food use,"Cakes, sauces, soups, biscuits, bread, spreads, jams, ice creamOther",https://sanha.org.za/2009/12/14/e460-cellulose/
E-number: 461," MethylcelluloseAlternative Names :Methocel; Cologel.Function: Thickener, StabiliserStatus:HalaalSource: treatment of cellulose with methyl chloride.","Uses:Infant formula, ice cream, toppings, pickles, chutney, confectionery, imitation fruit, soupOther Uses: Cosmetics, hand cream and lotion, sun cream, slimming aids",,Halaal,treatment of cellulose with methyl chloride.,"Health Code: Greensafe in food use at low levels, laxative effect with excess","Infant formula, ice cream, toppings, pickles, chutney, confectionery, imitation fruit, soupOther",https://sanha.org.za/2009/12/14/e461-methylcellulose/
E-number: 462, Ethyl CelluloseAlternative Names :N/AFunction:Status:HalaalSource: Source: from wood pulp or chemical cotton.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e462-ethyl-cellulose/
E-number: 463," HydroxypropylcelluloseAlternative Names :N/AFunction: Thickener, EmulsifierStatus:HalaalSource: treatment of cellulose with propylene oxide.","Uses:Low fat cream, UHT creamOther Uses: Cosmetics, tobacco",,Halaal,treatment of cellulose with propylene oxide.,"Health Code: Greensafe in food use, may cause allergic reactions","Low fat cream, UHT creamOther",https://sanha.org.za/2009/12/14/e463-hydroxypropylcellulose/
E-number: 464," HydoxypropylmethylcelluloseAlternative Names :HypromelloseFunction: Emulsifier, ThickenerStatus:HalaalSource: treatment of cellulose with methyl chloride & propylene oxide.","Uses:Confectionery, infant formula, icing, topping, ice cream, pickles, soup, dried mixed fruitOther Uses: Cosmetics, hair and skin preparations, bubble bath, tanning lotion",,Halaal,treatment of cellulose with methyl chloride & propylene oxide.,"Health Code: Greensafe in food use, mild eye and skin irritation, allergic reactions","Confectionery, infant formula, icing, topping, ice cream, pickles, soup, dried mixed fruitOther",https://sanha.org.za/2009/12/14/e464-hydoxypropylmethylcellulose/
E-number: 465," EthylmethylcelluloseAlternative Names :MethylethylcelluloseFunction: Thickener, EmulsifierStatus:HalaalSource: from cellulose (plant).","Uses:Vegetable fat, low fat cream, imitation ice cream, whipped toppingsOther Uses: Bulk laxative, tobacco",,Halaal,from cellulose (plant).,"Health Code: YellowCan cause digestive problems, diarrhoea, flatulence, gastrointestinal disturbances","Vegetable fat, low fat cream, imitation ice cream, whipped toppingsOther",https://sanha.org.za/2009/12/14/e465-ethylmethylcellulose/
E-number: 466," Carboxymethylcellulose SodiumAlternative Names :Carboxymethylcellulose sodium salt; CMC; Sodium caboxymethylcellulose; sodium cellulose glycolate; Carmellose sodiumFunction: Thickener, StabiliserStatus:HalaalSource: Synthetically from cellulose (of plants).","Uses:Infant formula, ice cream, icings, confectionery, cottage cheese, cream cheese spreadOther Uses: Hair setting lotion, hand cream, medication, laxatives, antacids, tobacco",,Halaal,Synthetically from cellulose (of plants).,"Health Code: YellowPoorly absorbed, flatulence, large amounts can cause diarrhoea and abdominal cramps, caused cancer and tumours in animal studies","Infant formula, ice cream, icings, confectionery, cottage cheese, cream cheese spreadOther",https://sanha.org.za/2009/12/14/e466-carboxymethylcellulose-sodium/
E-number: 467, Ethylhydroxyethyl CelluloseAlternative Names :Bermocoll EBS 481 FQ; cellulose ethyl hydroxyethyl ether; ethyl 2-hydroxyethyl ether cellulose; etulos; Bermocoll E 511 FQ.Function:Status:HalaalSource: Source: synthetic chemical from cellulose.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e467-ethylhydroxyethyl-cellulose/
E-number: 468, Crosslinked Sodium Carboxymethyl CelluloseAlternative Names :Crosslinked NaCMC.Function: CarrierStatus:HalaalSource: from cellulose.,Uses:Sweeteners,,Halaal,from cellulose.,Health Code: YellowSee Carboxy Methyl – cellulose (E466),Sweeteners,https://sanha.org.za/2009/12/14/e468-crosslinked-sodium-carboxymethyl-cellulose/
E-number: 469," Enzymetically Hydrolysed Carboxymethyl CelluloseAlternative Names :N/AFunction: Thickener, StabiliserStatus:HalaalSource: from cellulose.","Uses:Ice cream, soup, fatty meat products",,Halaal,from cellulose.,Health Code: RedSee Carboxy Methyl – cellulose (E466),"Ice cream, soup, fatty meat products",https://sanha.org.za/2009/12/14/e469-enzymetically-hydrolysed-carboxymethyl-cellulose/
E-number: 493," Sorbitan MonolaurateAlternative Names :Span 20.Function: Emulsifier, StabiliserStatus:HalaalSource: from sorbitol & lauric acid.",,,Halaal,from sorbitol & lauric acid.,"Health Code: Greensafe in food use
E-number: 495," Sorbitan MonopalmitateAlternative Names :Span 40.Function: Emulsifier, StabiliserStatus:HalaalSource: from sorbitol & palmitic acid.",Uses:Cake mixes,,Halaal,from sorbitol & palmitic acid.,Health Code: Greensafe in food use,Cake mixes,https://sanha.org.za/2009/12/14/e495-sorbitan-monopalmitate/
E-number: 500," Sodium BicarbonateAlternative Names :Sodium hydrogen carbonate; Baking soda; Bicarbonate of soda; Sodium sesquicarbonate; Trona.Function: Acidity Regulator, Anticaking agentStatus:HalaalSource: Synthetic chemical from Sodium Carbonate (a mineral).","Uses:Confectionery, custard mix, flour products, ice cream mix, soup, jams, chocolate, malted milk powderOther Uses: Mouthwash, soap, bath, salts, vaginal douches, shampoo, laundry detergent, paper and glass manufacture",,Halaal,Synthetic chemical from Sodium Carbonate (a mineral).,"Health Code: Yellowsafe in food use at low levels, contact can cause forehead, scalp, and hand rash, respiratory distress, large doses can cause gastrointestinal bleeding, vomiting, diarrhoea, shock and death","Confectionery, custard mix, flour products, ice cream mix, soup, jams, chocolate, malted milk powderOther",https://sanha.org.za/2009/12/14/e500-sodium-bicarbonate/
E-number: 501," Potassium CarbonateAlternative Names :Potassium hydrogen carbonate.Function: Acidity Regulator, StabiliserStatus:HalaalSource: synthetic.","Uses:Confections, cocoa products, low sodium salt substitute, soda waterOther Uses: Shampoo, permanent wave lotion, washing powder",,Halaal,synthetic.,"Health Code: Yellowsafe in food use, dermatitis of the scalp, forehead and hands, eye irritation, upper respiratory tract irritation","Confections, cocoa products, low sodium salt substitute, soda waterOther",https://sanha.org.za/2009/12/14/e501-potassium-carbonate/
E-number: 503, Ammonium CarbonateAlternative Names :Hartshorn; Ammonium hydrogen carbonate; Ammonium bicarbonate.Function: Buffer NutraliserStatus:HalaalSource: synthetic.,"Uses:Baking powder, chocolate, cocoaOther Uses: Permanent wave solution and cream, fire extinguishers",,Halaal,synthetic.,"Health Code: Greensafe in food use at low levels, contact can cause skin rashes on scalp, forehead and hands","Baking powder, chocolate, cocoaOther",https://sanha.org.za/2009/12/14/e503-ammonium-carbonate/
E-number: 504," Magnesium CarbonateAlternative Names :Magnesite.Function: Anticaking Agent, AlkaliStatus:HalaalSource: mineral.","Uses:Sour cream, ice cream, canned peas, table saltOther Uses: Baby powder, face powder, perfume carrier",,Halaal,mineral.,"Health Code: Greensafe in food use at low levels, excess may have a laxative effect","Sour cream, ice cream, canned peas, table saltOther",https://sanha.org.za/2009/12/14/e504-magnesium-carbonate/
E-number: 507," Hydrochloric AcidAlternative Names :N/AFunction: Acidity Regulator, ModifierStatus:HalaalSource: synthetic.","Uses:Cottage cheese, cream cheeseOther Uses: Hair bleach, solvent",,Halaal,synthetic.,Health Code: Greensafe in food use,"Cottage cheese, cream cheeseOther",https://sanha.org.za/2009/12/14/e507-hydrochloric-acid/
E-number: 508, Potassium ChlorideAlternative Names :N/AFunction: Gelling agentStatus:HalaalSource: Mineral.,"Uses:Reduced sodium foods, low sodium sal substituteOther Uses: Cosmetics, fertiliser",,Halaal,Mineral.,"Health Code: Yellowsafe in food use at low levels, intestinal ulcers, NRC, cardiovascular liver and respiratory toxicity","Reduced sodium foods, low sodium sal substituteOther",https://sanha.org.za/2009/12/14/e508-potassium-chloride/
E-number: 509," Calcium ChlorideAlternative Names :N/AFunction: Firming agent, SequestrantStatus:HalaalSource: synthetic.","Uses:Cottage cheese, jellies, canned tomatoes, low sodium salt substituteOther Uses: Cosmetics, eye lotion, fire extinguishers",,Halaal,synthetic.,"Health Code: Greensafe in food use at low levels, irritation of skin and mucous membranes, stomach upsets, irregular heartbeat","Cottage cheese, jellies, canned tomatoes, low sodium salt substituteOther",https://sanha.org.za/2009/12/14/e509-calcium-chloride/
E-number: 510, Ammonium ChlorideAlternative Names :N/AFunction:Status:HalaalSource: Source: synthetic.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e510-ammonium-chloride/
E-number: 511," Magnesium ChlorideAlternative Names :magnogeneFunction: Firming agent, BufferStatus:HalaalSource: synthetic chemical.","Uses:Infant formula, salt substitute, non-alcoholic beverages",,Halaal,synthetic chemical.,"Health Code: Greensafe in food use at low levels, excess may have a laxative effect","Infant formula, salt substitute, non-alcoholic beverages",https://sanha.org.za/2009/12/14/e511-magnesium-chloride/
E-number: 512," Stannous ChlorideAlternative Names :Tin dichloride; tin protochloride; StannochlorFunction: Antioxidant, Colour retention agentStatus:HalaalSource: synthetic chemical.","Uses:Canned asparagus, canned fruit juice, canned soft drinks",,Halaal,synthetic chemical.,"Health Code: YellowLow systematic toxicity, but may be irritating to skin and mucous membranes, harmful to aquatic organisms","Canned asparagus, canned fruit juice, canned soft drinks",https://sanha.org.za/2009/12/14/e512-stannous-chloride/
E-number: 513, Sulphuric AcidAlternative Names :Sulfuric acid.Function: Acidity RegulatorStatus:HalaalSource: synthetic,"Uses:Used to modify starchOther Uses: Brewing industry, cosmetic products",,Halaal,synthetic,Health Code: Greensafe in food use,Used to modify starchOther,https://sanha.org.za/2009/12/14/e513-sulphuric-acid/
E-number: 514," Sodium SulphateAlternative Names :Glauber's salt.Function: Acidity Regulator, PreservativeStatus:HalaalSource: mineral.","Uses:Chewing gum base, biscuits, tuna fishOther Uses: Manufacture of dye, soap, detergents, glass and paper",,Halaal,mineral.,"Health Code: Yellowsafe in food use at low levels, skin irritation, gastrointestinal irritation, people with poor kidney or liver function should avoid","Chewing gum base, biscuits, tuna fishOther",https://sanha.org.za/2009/12/14/e514-sodium-sulphate/
E-number: 515, Potassium SulphateAlternative Names :N/AFunction: Acidity RegulatorStatus:HalaalSource: mineral.,"Uses:Low sodium salt substitute, brewing industryOther Uses: Cosmetics, medicines",,Halaal,mineral.,"Health Code: Greensafe in food use at low levels, large doses cause severe gastrointestinal bleeding","Low sodium salt substitute, brewing industryOther",https://sanha.org.za/2009/12/14/e515-potassium-sulphate/
E-number: 516, Calcium SulphateAlternative Names :Gypsum; Plaster of Paris.Function: Firming agentStatus:HalaalSource: mineral.,"Uses:Flour products, baking powder, cereals flours, canned tomatoes, Gorgozola cheeseOther Uses: Toothpastes and powder, brewing industry, insecticides",,Halaal,mineral.,"Health Code: Greensafe in food use, large amounts may cause intestinal obstruction and constipation","Flour products, baking powder, cereals flours, canned tomatoes, Gorgozola cheeseOther",https://sanha.org.za/2009/12/14/e516-calcium-sulphate/
E-number: 517," Ammonium SulphateAlternative Names :Sulphuric acid diammonium salt; mascagnite.Function: Flour treatment, StabiliserStatus:HalaalSource: synthetic chemical","Uses:Bakery products, dough makingOther Uses: Permanent wave lotion, tanning industry, fertilisers",,Halaal,synthetic chemical,"Health Code: Greensafe in food use, proved fatal to rats in large doses","Bakery products, dough makingOther",https://sanha.org.za/2009/12/14/e517-ammonium-sulphate/
E-number: 518, Magnesium SulphateAlternative Names :Epson salts; Epsomite.Function:Status:HalaalSource: Source: mineral.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e518-magnesium-sulphate/
E-number: 519," Copper (II) SulphateAlternative Names :Copper sulphate; copper sulfate; vitriol.Function:Status:HalaalSource: Source: mineral, hydrocyanite or chalcanthite.",,,Halaal,,,,https://sanha.org.za/2009/12/14/e519-copper-ii-sulphate/
E-number: 520, Aluminium SulphateAlternative Names :Alum; cake alum; patent alum.Function: ModifierStatus:HalaalSource: mineral alunogenite.,"Uses:Sweet and dill pickles, pickle relish, modifier for starchOther Uses: Antiperspirant, deodorant, skin freshners, packaging materials",,Halaal,mineral alunogenite.,"Health Code: YellowModerately toxic by ingestion, pimples under the arms, allergic reactions, may affect reproduction. [see E173]","Sweet and dill pickles, pickle relish, modifier for starchOther",https://sanha.org.za/2009/12/14/e520-aluminium-sulphate/
E-number: 521, Aluminium Sodium SulphateAlternative Names :Sodium Alum; Soda Alum.Function: Buffer Firming AgentStatus:HalaalSource: synthetic chemical.,"Uses:Cereal, flour, bleached flour, cheese",,Halaal,synthetic chemical.,"Health Code: Yellowsafe in food use? skin rash from contact, mild sensitisation. [see E173]","Cereal, flour, bleached flour, cheese",https://sanha.org.za/2009/12/14/e521-aluminium-sodium-sulphate/
E-number: 522, Aluminium Potassium SulphateAlternative Names :Potassium Alum; alum flour; burnt alum; alum meal.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e522-aluminium-potassium-sulphate/
E-number: 523, Aluminium Ammonium SulphateAlternative Names :Burnt Ammonium Alum; exsiccated ammonium alumFunction: Stabiliser BufferStatus:HalaalSource: synthetic chemical,"Uses:Bakjing powder, milling and cereal industriesOther Uses: Purification of drinking water, fire-proofing, vegetable glue",,Halaal,synthetic chemical,"Health Code: Yellowsafe in food use at low levels, ingestion of large doses can cause burning in mouth and throat, vomiting and diarrhoea [see E173]","Bakjing powder, milling and cereal industriesOther",https://sanha.org.za/2009/12/14/e523-aluminium-ammonium-sulphate/
E-number: 524, Sodium HydroxideAlternative Names :Caustic Soda; Lye.Function: EmulsifierStatus:HalaalSource: synthetic.,"Uses:Modifier for starch, glazing of pretzelsOther Uses: Shampoo, shaving cream, liquid drain cleaner",,Halaal,synthetic.,"Health Code: Greensafe in food use, contact can cause demartitis, concentrate is hazardous","Modifier for starch, glazing of pretzelsOther",https://sanha.org.za/2009/12/14/e524-sodium-hydroxide/
E-number: 525," Potassium HydroxideAlternative Names :N/AFunction: Alkali, EmulsifierStatus:HalaalSource: synthetic.","Uses:Extracting colour from Anatto seed, cacao productsOther Uses: Hand lotion, shaving cream, cuticle removers",,Halaal,synthetic.,"Health Code: Yellowsafe in food use, skin irritation and nail damage in cuticle removers, tumours in mice when applied to the skin","Extracting colour from Anatto seed, cacao productsOther",https://sanha.org.za/2009/12/14/e525-potassium-hydroxide/
E-number: 526," Calcium HydroxideAlternative Names :N/AFunction: Acidity Regulator, Firming agentStatus:HalaalSource: synthetic.","Uses:Canned peas, fruit products, infant formula, beer, aleOther Uses: Depilatories, animal feeds, plaster, pesticides",,Halaal,synthetic.,"Health Code: Greensafe in food use, toxic and hazardous in concentrated form","Canned peas, fruit products, infant formula, beer, aleOther",https://sanha.org.za/2009/12/14/e526-calcium-hydroxide/
E-number: 527," Ammonium HydroxideAlternative Names :Ammonia Water; Ammonia %.Function: Acidity regulator, NutraliserStatus:HalaalSource: synthetic","Uses:Cocoa products, chocolateOther Uses: Metallic hair dye, barrier cream, stain remover, animal feed detergent",,Halaal,synthetic,"Health Code: Yellowsafe in food use, irritating to eyes and mucous membranes, hair breakage, toxic by ingestion","Cocoa products, chocolateOther",https://sanha.org.za/2009/12/14/e527-ammonium-hydroxide/
E-number: 528, Magnesium HydroxideAlternative Names :Periclase.Function: Acidity RegulatorStatus:HalaalSource: mineral.,"Uses:Manufacture of some caramels, canned peas, cheese manufactureOther Uses: Dentifrices,skin cream",,Halaal,mineral.,Health Code: Greensafe in food use at low levels,"Manufacture of some caramels, canned peas, cheese manufactureOther",https://sanha.org.za/2009/12/14/e528-magnesium-hydroxide/
E-number: 529," Calcium OxideAlternative Names :Quicklime; lime; burnt lime; calx.Function: Emulsifier, TexturiserStatus:HalaalSource: synthetic from limestone.","Uses:Confectionery, custard mix, flour products, soup, malted milk powder, canned peasOther Uses: Cosmetics, home and garden pesticides, insecticides, plaster",,Halaal,synthetic from limestone.,"Health Code: Yellowsafe in food use, can cause severe damage to skin and mucous membranes on contact, thermal and chemical burns","Confectionery, custard mix, flour products, soup, malted milk powder, canned peasOther",https://sanha.org.za/2009/12/14/e529-calcium-oxide/
E-number: 530," Magnesium OxideAlternative Names :Periclase; Native magnesium.Function: Anticaking Agent, Firming agentStatus:HalaalSource: mineral.","Uses:Frozen dairy products, canned peas",,Halaal,mineral.,Health Code: Greensafe in food use,"Frozen dairy products, canned peas",https://sanha.org.za/2009/12/14/e530-magnesium-oxide/
E-number: 535, Sodium FerrocyanideAlternative Names :Sodium hexacyanoferrate II.Function: Anticaking AgentStatus:HalaalSource: synthetic.,Uses:Salts and condimentsOther Uses: Processing wine,,Halaal,synthetic.,Health Code: Greensafe in food use,Salts and condimentsOther,https://sanha.org.za/2009/12/14/e535-sodium-ferrocyanide/
E-number: 536," Potassium FerrocyanideAlternative Names :Potassium hexacyanoferrate II.Function: Anticaking Agent, ColouringStatus:HalaalSource: synthetic.",Uses:Salts and condiments,,Halaal,synthetic.,"Health Code: YellowKidney toxicity, skin irritation, may be harmful by inhalation, ingestion and skin absorption",Salts and condiments,https://sanha.org.za/2009/12/14/e536-potassium-ferrocyanide/
E-number: 538, Calcium FerrocyanideAlternative Names :N/AFunction: Anticaking AgentStatus:HalaalSource: synthetic chemical.,Uses:Table salt,,Halaal,synthetic chemical.,Health Code: Greensafe in food use,Table salt,https://sanha.org.za/2009/12/14/e538-calcium-ferrocyanide/
E-number: 540, diCalcium DiphosphateAlternative Names :diCalcium pyrophosphate.Function:Status:HalaalSource: Source: mineral & synthetic.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e540-dicalcium-diphosphate/
E-number: 541," Sodium Aluminium PhosphateAlternative Names :Sodium Aluminium Phosphate acidic & basic. SAP.Function: Emulsifier, Acidity regulatorStatus:HalaalSource: synthetic from phosphoric acid. Propriety: Budal 2308.","Uses:Self-raising flour, various cheeses",,Halaal,synthetic from phosphoric acid. Propriety: Budal 2308.,"Health Code: Yellowsafe in food use at low levels, people with kidney or heart disease may wish to avoid or limit intake [see Aluminium E173]","Self-raising flour, various cheeses",https://sanha.org.za/2009/12/14/e541-sodium-aluminium-phosphate/
E-number: 543, Calcium Sodium PolyphosphateAlternative Names :N/AFunction:Status:HalaalSource: Source: synthetic from phosphoric acid.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e543-calcium-sodium-polyphosphate/
E-number: 544, Calcium PolyphosphatesAlternative Names :N/AFunction:Status:HalaalSource: Source: synthetic from polyphosphoric acid.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e544-calcium-polyphosphates/
E-number: 545, Ammonium PolyphosphatesAlternative Names :N/AFunction:Status:HalaalSource: Source: from phosphoric acid.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e545-ammonium-polyphosphates/
E-number: 550, Sodium SilicateAlternative Names :Water glass; soluble glass.Function:Status:HalaalSource: Source: synthetic chemical.,,,Halaal,,,,https://sanha.org.za/2009/12/14/e550-sodium-silicate/
E-number: 551, Silicon DioxideAlternative Names :Silica; Silicic anhydride; Flogard; Sipernat 22S; Pirosil; aerosil 200.Function: Anticaking AgentStatus:HalaalSource: Sand; Rocks,"Uses:Dried egg products, beverage whitener, salt substitutesOther Uses: Beer production, animal feed, paper and paperboard",,Halaal,Sand; Rocks,"Health Code: Greensafe in food use, has beneficial health effects","Dried egg products, beverage whitener, salt substitutesOther",https://sanha.org.za/2009/12/14/e551-silicon-dioxide/
E-number: 552," Calcium SilicateAlternative Names :WollastoniteFunction: Anticaking Agent, Glazing agentStatus:HalaalSource: mineral","Uses:Baking powder, rice, chewing gum, table salt, vanilla powderOther Uses: Face powder, lime glass, cement",,Halaal,mineral,"Health Code: Greensafe in food use, inhalation may cause respiratory tract irritation, asthma","Baking powder, rice, chewing gum, table salt, vanilla powderOther",https://sanha.org.za/2009/12/14/e552-calcium-silicate/
E-number: 553(a), Magnesium SilicateAlternative Names :Manesium trisilicate.Function: Anticaking AgentStatus:HalaalSource: synthetic.,"Uses:Vanilla powderOther Uses: Talcum powder, shampoo, antacid",,Halaal,synthetic.,"Health Code: Greensafe in food use at low levels, kidney stones",Vanilla powderOther,https://sanha.org.za/2009/12/14/e553a-magnesium-silicate/
E-number: 553(b), TalcAlternative Names :French chalk; magnesium hydrogen metasilicate.Function: Anticaking AgentStatus:HalaalSource: mineral.,"Uses:Chocolate, chewing gum base, condiments, confectionery, polished riceOther Uses: Eye make-up, bath powder, baby powder, animal feed, vitamin supplements",,Halaal,mineral.,"Health Code: RedCancers (stomach anbd ovarian), cough, vomiting, respiratory problems, tumours, stomach problems","Chocolate, chewing gum base, condiments, confectionery, polished riceOther",https://sanha.org.za/2009/12/14/e553b-talc/
